a,sigma,r0,T,swap_length,K,price,vega,volga,delta,gamma
1.332877,0.026470,0.038375,1.239225,2,0.034634,0.00938321,0.11656898,2.63510203,0.09178027,0.32022545
1.957408,0.013895,0.013721,5.971951,3,0.013340,0.00205130,0.08729433,0.96296275,-0.00104539,0.00053277
1.458466,0.198680,0.041107,7.535737,1,0.047298,0.01608259,0.08965061,0.00267704,-0.01102389,0.00755640
1.926664,0.261753,0.036539,1.461697,4,0.042413,0.01803622,0.09589092,0.02758550,0.00241694,-0.00192801
0.941574,0.194900,0.010691,4.634692,3,0.011717,0.05216045,0.27428940,-0.00643799,-0.04910206,0.04598241
0.326868,0.118988,0.039857,1.441275,3,0.045948,0.07326763,0.66886640,-0.03995368,0.38856933,0.80435783
0.280508,0.029093,0.042469,3.912846,1,0.049247,0.00855247,0.36449221,0.38866347,0.08420470,0.40190789
1.559270,0.048020,0.025075,3.611354,2,0.024648,0.00672077,0.12504244,0.02023009,-0.00323573,0.00149313
0.863855,0.125022,0.015362,5.214869,1,0.014970,0.02367401,0.18721606,-0.00140268,-0.02375435,0.02365272
1.961555,0.023067,0.003260,2.527463,4,0.003624,0.00171229,0.09892395,0.24400176,0.00057120,-0.00019104
1.836114,0.155368,0.008295,2.533698,4,0.007449,0.01889815,0.11014712,0.00396496,-0.00755340,0.00287333
1.125284,0.148744,0.015846,5.998223,2,0.017437,0.02723383,0.19113213,-0.00042438,-0.02377627,0.02075548
0.530593,0.184312,0.042660,2.313344,1,0.039765,0.04927723,0.25802049,-0.00514313,0.03331903,-0.05922189
0.371587,0.180998,0.034420,6.018723,1,0.031981,0.05739959,0.30971232,-0.01252283,-0.10394670,0.17972143
1.704710,0.212051,0.017132,5.371291,3,0.018655,0.02241201,0.11423864,0.00153725,-0.01311985,0.00768027
1.361144,0.238521,0.011406,3.473753,3,0.012162,0.03922799,0.16693214,-0.00178955,-0.02566415,0.01670627
0.194565,0.019968,0.004637,3.521825,2,0.005393,0.01722143,0.89772177,0.02335981,0.34820214,3.74194193
0.236485,0.197610,0.025908,2.824388,3,0.028982,0.18693705,0.93769163,-0.33149934,0.00836934,-0.45434085
0.494155,0.157267,0.014994,5.719341,3,0.012128,0.09299425,0.56214875,-0.04975737,-0.13820843,0.19805065
0.429976,0.238651,0.035265,3.716623,4,0.036246,0.15912813,0.66089803,-0.15852192,-0.16315387,0.10944812
0.506599,0.109446,0.018716,1.933324,2,0.021566,0.04591667,0.44098261,-0.00932294,0.15124539,0.12995876
0.142098,0.069544,0.044643,4.348404,2,0.042109,0.06375501,0.87519217,-0.10007361,0.15013771,-0.51099569
0.106903,0.192671,0.047938,3.207722,4,0.046987,0.29804882,1.40719712,-1.65587831,-0.21175139,-0.78417218
0.495040,0.230220,0.041700,4.893276,2,0.047129,0.08986218,0.40257466,-0.03559791,-0.12632108,0.16994001
1.042548,0.248540,0.028583,2.627269,3,0.025901,0.06123519,0.22948395,-0.00294622,-0.02854185,0.00844666
1.560932,0.166441,0.029665,7.760732,1,0.032847,0.01400441,0.09047247,0.00155932,-0.00897076,0.00574636
1.974842,0.296513,0.047348,1.590466,1,0.048448,0.02389811,0.08068512,-0.00028709,-0.00310793,-0.00074397
0.457975,0.035516,0.007558,3.999749,3,0.008208,0.02218429,0.64683837,-0.00169734,0.07955921,0.04128579
0.991296,0.244281,0.022813,2.205528,4,0.019314,0.07035752,0.25808403,-0.00012704,-0.01153250,-0.01467613
0.240942,0.241263,0.045913,7.949781,1,0.041761,0.08536922,0.34447518,-0.03298527,-0.26201296,0.79531521
1.770453,0.230904,0.039293,6.353186,2,0.044149,0.01800008,0.08939304,0.00438844,-0.01016433,0.00573960
0.488993,0.264897,0.037029,6.294713,1,0.042998,0.06478269,0.25047836,-0.01012557,-0.11342140,0.19747859
1.343650,0.283991,0.045474,1.364451,4,0.046579,0.04634756,0.16379085,-0.00227192,0.02274815,-0.01196292
1.000928,0.172463,0.016457,6.159539,2,0.017340,0.03708045,0.21870993,-0.00324348,-0.03619493,0.03532436
0.125392,0.280890,0.021300,4.998456,1,0.023934,0.15817350,0.55243987,-0.09762102,-0.40208673,0.90896159
0.426782,0.140614,0.009273,5.572882,3,0.007717,0.09836150,0.67917258,-0.07751375,-0.14183196,0.18371874
1.431512,0.044600,0.047060,2.349596,3,0.051965,0.00281993,0.12166405,0.90000576,0.00402686,0.00251543
0.585875,0.278097,0.032418,4.564346,3,0.036256,0.11756972,0.43120661,-0.04946008,-0.15217806,0.19211654
1.374756,0.064242,0.015333,1.744597,1,0.013276,0.00919009,0.12580130,0.01966319,0.01959680,0.01361724
1.246057,0.044723,0.005240,1.198743,4,0.005589,0.00807025,0.19430910,0.01494902,0.07878214,0.45873174
0.906701,0.074286,0.006299,2.226122,1,0.005063,0.01471880,0.19001056,0.00198211,0.02943791,0.00978176
1.343493,0.264027,0.007959,2.872240,2,0.007641,0.04369181,0.16429256,-0.00192310,-0.02499412,0.01387116
0.652631,0.174651,0.017484,6.117788,1,0.014615,0.04153620,0.22928539,-0.00309324,-0.05654423,0.07663282
1.362244,0.126591,0.012580,3.330413,2,0.011906,0.02079225,0.15813681,0.00025548,-0.01158662,0.00622751
0.307645,0.297561,0.023659,1.045304,3,0.024002,0.19282794,0.63435996,-0.13913804,0.37012747,-0.12337928
1.721787,0.135756,0.036956,1.189462,1,0.043844,0.01056355,0.09581448,0.02042763,0.01975470,0.01689008
1.970415,0.207645,0.039461,2.932043,1,0.033747,0.01903504,0.07688525,0.00674801,-0.00898006,0.00422736
1.122963,0.174391,0.033571,4.492346,1,0.032605,0.02447479,0.13686633,-0.00065660,-0.02001807,0.01633036
1.855801,0.057341,0.040095,1.840674,1,0.035751,0.00758774,0.08122482,0.18902929,0.00484427,-0.00156316
1.055956,0.076521,0.009715,2.700833,4,0.008551,0.02133724,0.24601907,0.02900092,0.00846742,-0.01087346
1.007612,0.090846,0.031407,2.202462,3,0.033680,0.01966977,0.24160208,0.01870483,0.02545934,-0.00071252
0.328845,0.075227,0.017129,2.756886,3,0.017969,0.05966162,0.80422741,-0.06803903,0.22743008,0.09362338
0.104393,0.268036,0.009430,6.352183,1,0.015397,0.17615061,0.64650667,-0.13741627,-0.63244534,2.16653538
0.219431,0.209724,0.041875,6.943967,1,0.049544,0.07984203,0.39090902,-0.03457734,-0.22074389,0.58756101
0.189289,0.112159,0.010000,2.589213,3,0.010863,0.12574638,1.11654484,-0.27028212,0.32912949,-0.42862457
0.882368,0.240705,0.044495,1.035101,3,0.038764,0.07366131,0.26534262,0.00490715,0.14715526,0.05729900
1.391920,0.046965,0.018300,1.131293,4,0.019970,0.00516999,0.15625705,0.28662944,0.05220545,0.34566805
1.267146,0.020189,0.030117,4.510821,3,0.028847,0.00589977,0.14649011,1.84526622,-0.00313305,0.00147419
0.968790,0.231857,0.003329,4.128740,3,0.004221,0.06293745,0.27447528,-0.00767321,-0.05560916,0.04869868
0.566873,0.205095,0.013198,4.590380,4,0.013746,0.11155795,0.54290515,-0.06074637,-0.13443762,0.15257137
0.172689,0.099717,0.018753,2.366798,4,0.017973,0.13717596,1.34217036,-0.44877434,0.50497782,-0.26630312
0.202701,0.016281,0.025343,1.123109,4,0.025947,0.01531224,0.97542459,0.02478982,0.96985263,38.03947067
0.311968,0.197069,0.028673,2.725535,4,0.026376,0.18603949,0.89980686,-0.29962388,0.01158012,-0.37159348
0.222746,0.267706,0.002565,1.720336,4,0.003409,0.29940003,1.06510270,-0.60011870,0.19665015,-0.75887203
0.116695,0.133484,0.017191,6.986345,1,0.014960,0.08332536,0.61528707,-0.06274306,-0.22919442,0.47961289
1.666543,0.269100,0.027332,6.735509,1,0.031711,0.02212600,0.08816206,0.00062539,-0.01327389,0.00796333
1.156657,0.263289,0.045137,2.122123,4,0.054064,0.04098951,0.19673501,0.02420688,-0.00593848,-0.00527824
1.206840,0.123707,0.029253,1.685138,1,0.023850,0.02013630,0.13879667,0.01674667,0.02424767,-0.00113799
0.887013,0.057119,0.044934,2.098424,4,0.038172,0.03182734,0.23328942,1.57942510,0.07613993,-0.01222263
0.297307,0.092184,0.025623,3.705565,3,0.024520,0.08104920,0.85449249,-0.11222605,0.08891027,-0.30062121
1.358372,0.116027,0.013306,4.866908,1,0.011122,0.01544953,0.12352334,0.00333661,-0.01100377,0.00783418
0.249693,0.041480,0.047252,1.807401,3,0.043027,0.04045554,0.79418397,0.43956256,0.57787311,3.91550994
1.831018,0.225768,0.031211,4.565311,4,0.034434,0.01809820,0.09700941,0.01008888,-0.00983471,0.00534423
1.041695,0.098608,0.043968,4.758514,3,0.038691,0.02745599,0.19216865,0.15248753,-0.02314915,0.01936676
0.990999,0.258109,0.022310,2.159297,4,0.026644,0.06054348,0.26143873,0.00004308,-0.00625604,-0.01416083
0.725391,0.286116,0.017739,2.062729,1,0.020911,0.06190291,0.22050922,-0.00499973,0.00456602,-0.03284947
1.336538,0.076875,0.001127,1.840558,4,0.000999,0.01418579,0.18044114,0.00002514,0.02200648,0.00735898
1.656438,0.045149,0.045497,4.653133,2,0.052136,0.00158959,0.07880057,0.91501498,-0.00091016,0.00052083
0.385266,0.040300,0.006143,3.483650,3,0.007080,0.02936351,0.75918686,-0.00822103,0.15725128,0.25367984
0.439236,0.290046,0.035899,5.685653,3,0.029101,0.16831374,0.53906971,-0.11908732,-0.30717236,0.55394864
1.219963,0.087222,0.047754,6.926102,1,0.041216,0.01203306,0.10236891,0.06110249,-0.00981009,0.00799774
1.667711,0.154245,0.017493,1.460620,3,0.017975,0.01892528,0.12563817,-0.00021104,0.01404572,-0.00133299
1.984353,0.274278,0.033729,2.735115,3,0.031258,0.02895319,0.08986919,0.00475710,-0.01346483,0.00624571
1.428633,0.154177,0.019682,4.145217,2,0.022937,0.01946129,0.14227869,0.00791198,-0.01285399,0.00848008
1.355744,0.213797,0.042340,3.213340,1,0.048130,0.02272785,0.11523286,0.00162354,-0.01373009,0.00816540
0.812840,0.272637,0.003308,6.857046,1,0.003621,0.05680964,0.20887487,-0.00409475,-0.06843162,0.08242088
0.927132,0.201931,0.020163,3.447649,3,0.020303,0.05528812,0.27237386,-0.00752604,-0.03920484,0.02539997
0.705440,0.149575,0.020331,3.668072,1,0.022410,0.03242413,0.22250573,-0.00233497,-0.01879804,0.00421976
0.600405,0.033326,0.012696,7.192774,1,0.014163,0.00772660,0.24918486,0.02429784,-0.00838147,0.00823047
1.093023,0.168224,0.023816,4.674947,4,0.026701,0.03198750,0.21488301,0.00940885,-0.02694853,0.02265040
0.379547,0.095236,0.034686,4.116313,3,0.035582,0.06380986,0.67228395,-0.06409080,0.01279396,-0.13747847
0.267011,0.026993,0.010115,4.322073,4,0.010927,0.03118199,1.20225477,-0.03540529,0.26497972,0.79726094
1.928128,0.053260,0.008686,1.950283,1,0.008867,0.00464574,0.08842765,0.00013843,0.00264568,-0.00045388
0.286572,0.125746,0.031304,1.175072,4,0.031884,0.10203627,0.80666614,-0.12207748,0.60106975,1.35431373
0.289565,0.174259,0.003387,4.730933,4,0.003482,0.20193629,1.13838637,-0.44913492,-0.28653502,0.25721222
0.759750,0.033160,0.013807,2.096342,4,0.016098,0.00907169,0.37061927,0.71170986,0.08763522,0.51441926
1.161922,0.114976,0.047218,5.204803,3,0.053616,0.01421731,0.16354774,0.07535339,-0.01160130,0.00945815
0.898933,0.242909,0.046223,1.958834,2,0.038889,0.06624171,0.24078667,0.00234340,0.01036174,-0.03233765
0.319160,0.084820,0.023432,3.379532,4,0.023649,0.08066151,0.94727743,-0.14130884,0.14776787,-0.26183176
0.550123,0.211450,0.004331,2.560373,2,0.003330,0.09392434,0.43819383,-0.02900143,0.00421579,-0.08321391
0.580863,0.186117,0.004948,4.852059,2,0.004580,0.07932572,0.42327705,-0.02360227,-0.09675772,0.11260705
0.858281,0.068266,0.036116,4.783400,4,0.037594,0.01797884,0.28148347,0.00842192,-0.01346106,0.00903455
0.320545,0.116239,0.018676,7.605786,1,0.018862,0.04264522,0.36696303,-0.01207833,-0.09069841,0.18402712
0.285577,0.027119,0.039149,4.964088,3,0.037939,0.02458951,0.81597501,0.16853797,0.13540816,0.08373006
0.208380,0.018620,0.004336,2.892116,2,0.004076,0.01578917,0.83309585,-0.00869332,0.40454093,5.75157356
0.338900,0.174847,0.046837,1.331589,4,0.049393,0.12432426,0.71738338,-0.12937208,0.39592382,0.19079864
1.165855,0.149778,0.039140,5.121595,3,0.043610,0.02238809,0.17380980,0.01573736,-0.01840578,0.01512279
1.686944,0.282715,0.005438,5.896960,3,0.004380,0.03636752,0.12332354,-0.00042287,-0.02154376,0.01276228
1.461395,0.032349,0.005571,3.530147,4,0.006446,0.00355381,0.15067460,0.32330903,-0.00090287,0.00002738
1.750159,0.209978,0.045875,5.887608,2,0.041773,0.02244159,0.08776898,0.00935661,-0.01281453,0.00731733
0.603005,0.282698,0.040181,1.733259,3,0.047297,0.11304291,0.42329821,-0.03713462,0.06405850,-0.10241629
1.577522,0.215212,0.018861,7.896771,1,0.016729,0.02189958,0.09692214,0.00024388,-0.01388139,0.00879890
0.632455,0.247941,0.007332,1.082314,3,0.006231,0.10202731,0.40255556,-0.02625257,0.22322725,0.08300193
0.869598,0.222566,0.010098,2.368357,2,0.011493,0.06029816,0.27586266,-0.00746463,-0.00608022,-0.01942942
0.830413,0.038004,0.025882,1.165777,3,0.024380,0.01421893,0.29682270,0.24857260,0.21489416,1.76397228
1.109704,0.096389,0.013874,3.490405,3,0.013538,0.02192352,0.21989736,-0.00018048,-0.01081746,0.00405598
0.505735,0.089960,0.006733,6.822185,1,0.005939,0.02722491,0.29651713,-0.00322242,-0.04043454,0.05810567
1.557048,0.042474,0.046215,4.379489,1,0.055626,0.00155251,0.07582309,0.74943370,-0.00087953,0.00049616
0.108914,0.267472,0.033938,2.544668,4,0.039586,0.39017570,1.31967437,-1.80249786,-0.27538550,-0.64625597
0.116287,0.233472,0.049844,1.425063,2,0.041108,0.17190748,0.68788451,-0.15020418,0.34919158,-0.32861429
1.693622,0.184657,0.017066,4.733211,4,0.019540,0.01798942,0.11642411,0.01288544,-0.01054086,0.00617630
1.070621,0.052586,0.005982,3.899577,4,0.007035,0.01097599,0.24298507,0.06968537,-0.00394664,0.00022854
1.487227,0.152611,0.003224,3.327070,2,0.003248,0.02221876,0.14578515,-0.00075921,-0.01264890,0.00711933
1.224944,0.123836,0.021385,3.331600,4,0.024239,0.01933758,0.18869428,0.03520158,-0.01010113,0.00474952
0.412602,0.181527,0.029066,1.431327,4,0.031250,0.11741871,0.65757608,-0.09387034,0.30718350,0.06052417
0.463513,0.284508,0.013049,1.336385,1,0.011191,0.07866787,0.27273020,-0.00945251,0.11733505,-0.03368151
0.755774,0.172083,0.016976,1.747074,4,0.014211,0.07048075,0.37321827,-0.00453146,0.08935490,-0.04056317
0.822448,0.275898,0.027592,3.279017,4,0.032698,0.08209659,0.32376054,-0.01219385,-0.06281089,0.04334625
1.912244,0.056931,0.016831,3.556608,2,0.019737,0.00341925,0.09194550,0.21041889,-0.00159487,0.00074077
0.426824,0.181282,0.025375,4.759879,3,0.026803,0.11217312,0.62061131,-0.09192108,-0.14505094,0.15857892
0.837984,0.283557,0.028041,3.774949,2,0.029676,0.07425138,0.26429114,-0.01034764,-0.06827413,0.06119505
1.645638,0.244214,0.008782,2.017821,4,0.008291,0.03293011,0.13038421,-0.00051962,-0.00869197,0.00095005
0.461885,0.194060,0.013862,1.301615,3,0.015548,0.10348453,0.54296792,-0.05136660,0.27903461,0.12915300
1.361031,0.014099,0.049709,3.687753,1,0.049344,0.00226747,0.10349737,0.80865359,0.00022441,-0.00066924
1.796231,0.171233,0.001529,3.105375,1,0.001658,0.01657619,0.09724608,-0.00024187,-0.00833711,0.00417661
1.991417,0.209862,0.035597,2.940893,2,0.031417,0.02277420,0.08629080,0.01263280,-0.01070363,0.00502153
0.379791,0.049723,0.048834,2.382541,3,0.044598,0.03863772,0.62889951,0.31061482,0.27412766,0.68814790
1.338183,0.145422,0.043402,2.400943,1,0.052002,0.01452314,0.11956725,0.01737847,-0.00176381,-0.00156356
1.518142,0.260512,0.047050,5.253061,3,0.044603,0.03349264,0.11361475,0.00302585,-0.02196526,0.01440526
0.405181,0.225576,0.044107,1.534271,4,0.039059,0.15661563,0.64101219,-0.11564671,0.23045930,-0.22225994
1.874954,0.047425,0.043615,3.705573,4,0.039101,0.01693910,0.02837396,1.40083003,-0.00863018,0.00438960
1.636750,0.248859,0.017177,1.908141,1,0.018073,0.02571484,0.10469531,-0.00043190,-0.00492106,-0.00056904
0.129759,0.236609,0.004608,5.868958,1,0.006734,0.14860138,0.61896384,-0.09702342,-0.43011573,1.13638163
1.632672,0.138167,0.007742,2.276882,1,0.009258,0.01403883,0.10675566,0.00094981,-0.00277863,-0.00026956
0.233446,0.109480,0.036847,4.086697,2,0.043038,0.07520223,0.72269285,-0.07883568,0.03013335,-0.28225359
0.347926,0.140104,0.049716,1.533348,2,0.054658,0.06769158,0.50252396,-0.03012266,0.26341853,0.30078250
0.467366,0.270335,0.025218,3.730875,4,0.027031,0.17229779,0.63228446,-0.14379166,-0.19186564,0.17445582
0.347294,0.212531,0.020864,4.476318,2,0.017416,0.13127594,0.59730047,-0.08968617,-0.17896906,0.19089422
1.007345,0.121956,0.027602,1.927681,1,0.030477,0.01909813,0.16570835,0.00185684,0.02412472,-0.00097813
1.246390,0.068801,0.004349,2.069166,1,0.004520,0.00974519,0.14266367,-0.00025079,0.01394096,0.00296233
0.480167,0.092135,0.002540,2.700418,2,0.002159,0.04633806,0.49822205,-0.01802967,0.09691901,-0.03840124
1.743259,0.148258,0.001884,1.001763,1,0.001907,0.01466493,0.09935992,-0.00022035,0.03352238,0.03492744
1.967872,0.047818,0.020558,2.336768,4,0.024746,0.00061684,0.04578356,1.44757891,0.00022228,-0.00000049
1.029911,0.245405,0.018864,3.134464,3,0.018960,0.05894292,0.23957139,-0.00608614,-0.03889044,0.02385291
1.539542,0.018774,0.035293,3.191187,2,0.040996,0.00019188,0.04353889,4.89719486,0.00017163,0.00008345
0.876735,0.173933,0.007656,4.797847,3,0.007443,0.05350634,0.30509502,-0.00840698,-0.05294533,0.05199830
1.165092,0.191088,0.044903,5.917788,3,0.053157,0.02441650,0.16137359,0.02923447,-0.02067543,0.01750664
0.630796,0.290328,0.002306,3.130745,2,0.002712,0.11482276,0.39213121,-0.02855730,-0.08756060,0.04761595
1.348351,0.254920,0.009456,7.138200,1,0.009607,0.03157781,0.12446292,-0.00087782,-0.02340168,0.01734258
1.085552,0.194016,0.031857,4.223815,1,0.038630,0.02538619,0.14380351,0.00317050,-0.02067286,0.01674552
0.235245,0.262112,0.028450,2.547992,3,0.027290,0.24572337,0.89104778,-0.39987954,-0.07654601,-0.37755108
1.289861,0.262350,0.047267,3.243921,3,0.056784,0.03300448,0.15709703,0.01795961,-0.02119352,0.01343629
0.895084,0.221164,0.044827,3.846579,1,0.041129,0.03825784,0.16425601,-0.00101130,-0.03266596,0.02708476
1.631295,0.028468,0.005611,1.511724,2,0.006691,0.00271135,0.12528454,0.22733301,0.01875547,0.08138362
1.198188,0.185160,0.030671,4.290304,4,0.025676,0.04328220,0.17870022,0.03863918,-0.03360034,0.02602896
0.485026,0.269190,0.046836,1.705376,1,0.043177,0.07324491,0.26318151,-0.00871220,0.06414354,-0.07484975
0.257006,0.220833,0.006645,2.246194,3,0.007401,0.20531620,0.90927887,-0.29222527,0.10326710,-0.50674301
1.913812,0.203634,0.015315,1.564066,3,0.016582,0.01934925,0.10305462,0.00181403,0.00219140,-0.00237076
0.287375,0.276440,0.038361,4.589124,4,0.044718,0.25198764,0.88802522,-0.55289626,-0.47041875,0.79768527
0.411052,0.147830,0.023136,3.731980,4,0.021454,0.11448449,0.74294317,-0.11849827,-0.04955352,-0.09673674
1.687096,0.266836,0.009236,4.890973,2,0.008410,0.03239771,0.11827445,-0.00058114,-0.01912841,0.01129382
0.129952,0.222028,0.049797,4.031951,4,0.044896,0.32415792,1.29010451,-1.72815943,-0.59383893,0.60229588
1.420394,0.216661,0.045728,3.808457,3,0.037850,0.04037469,0.12910771,0.04500886,-0.02681151,0.01777930
1.403141,0.201490,0.047275,6.971225,1,0.055052,0.01635164,0.09147071,0.00382787,-0.01164309,0.00829045
0.662565,0.014856,0.016530,4.143935,4,0.020011,0.00232713,0.34737501,11.94294548,0.01637477,0.07562385
0.142123,0.190176,0.044393,3.744260,1,0.046403,0.08994016,0.47130331,-0.04486071,-0.05552417,-0.17738806
0.972314,0.128262,0.013995,4.771346,1,0.011445,0.02315373,0.17043209,0.00157578,-0.02066693,0.01830344
1.430159,0.077775,0.037055,2.103923,3,0.034745,0.01584721,0.14229716,0.13600966,0.00799795,-0.00548787
1.313178,0.272928,0.047933,3.484858,1,0.055250,0.02918382,0.11538596,0.00069358,-0.01977846,0.01334090
0.906656,0.198809,0.041552,2.994534,3,0.044334,0.04998711,0.26237008,-0.00582819,-0.02452357,0.00621303
1.508702,0.132112,0.012509,4.056673,3,0.013213,0.01796243,0.14244197,0.00085178,-0.01123081,0.00701328
0.406012,0.030430,0.002701,4.152556,2,0.002780,0.01782340,0.58816737,-0.00974583,0.08689312,0.10623493
0.953935,0.075398,0.040552,4.353609,4,0.033570,0.03224690,0.20883562,0.75153190,-0.02442147,0.01723020
1.017226,0.148306,0.046796,1.418681,1,0.043803,0.02534396,0.15819907,0.00285212,0.05132756,0.02641715
0.577670,0.150467,0.047092,1.903434,4,0.045044,0.07669754,0.47314745,-0.02296009,0.12880090,-0.05672532
1.415870,0.290511,0.038271,4.565638,2,0.037192,0.03952767,0.13031919,-0.00096787,-0.02745387,0.01906618
1.153238,0.229046,0.022679,2.271109,1,0.027267,0.03185171,0.14733525,0.00013947,-0.00653372,-0.00298624
0.408774,0.192998,0.010475,5.081381,3,0.008247,0.13921987,0.69956243,-0.12040069,-0.20984365,0.28884712
1.995542,0.096718,0.025925,4.697945,3,0.026967,0.00762645,0.08756834,0.00639581,-0.00380420,0.00189757
0.521525,0.297388,0.003590,1.489907,1,0.003334,0.07995583,0.26730978,-0.00912020,0.08117756,-0.06141099
1.053944,0.231139,0.013054,4.449903,3,0.014770,0.05177682,0.23384857,-0.00396763,-0.04508087,0.03915151
1.305914,0.080852,0.030184,5.166797,3,0.034038,0.00903149,0.15204537,0.12355211,-0.00661371,0.00484020
0.185429,0.298803,0.021002,5.827816,3,0.011120,0.35077417,1.06260562,-1.00162673,-1.04798913,3.03039885
0.613155,0.289333,0.026652,5.477408,3,0.024528,0.12375360,0.41223538,-0.04482297,-0.17715473,0.25236368
0.759771,0.044028,0.013451,2.399246,3,0.012619,0.01731598,0.36096743,0.03385131,0.07570130,0.12771159
1.389756,0.236758,0.005245,1.178566,4,0.005858,0.03839165,0.16675051,-0.00137847,0.04295181,0.00510482
1.553657,0.207007,0.002026,6.295130,1,0.002159,0.02333659,0.11333469,-0.00047520,-0.01500573,0.00964893
